feature1;feature2;correlation;strength
firstbloodassist;dpm;-0.0859739521;low
firstbloodvictim;dpm;-0.0435099007;low
team kpm;dpm;0.1742612062;low
ckpm;dpm;0.1227963052;low
firstdragon;dpm;0.1423390618;low
dragons;dpm;0.4079813592;average
opp_dragons;dpm;-0.2457916421;low
elementaldrakes;dpm;0.3976887306;average
opp_elementaldrakes;dpm;-0.2533962840;low
infernals;dpm;0.1547719147;low
mountains;dpm;0.1324119936;low
clouds;dpm;0.1235867459;low
oceans;dpm;0.1409122859;low
chemtechs;dpm;0.1266809110;low
hextechs;dpm;0.1581470409;low
dragons (type unknown);dpm;0.4323162528;average
elders;dpm;0.1253614147;low
opp_elders;dpm;0.0304651358;low
firstherald;dpm;0.0783745536;low
heralds;dpm;0.1577344110;low
opp_heralds;dpm;-0.1592725878;low
firstbaron;dpm;0.3572966715;average
barons;dpm;0.4593795391;average
opp_barons;dpm;0.3213789088;average
firsttower;dpm;0.2428378752;low
towers;dpm;0.5270713216;average
opp_towers;dpm;-0.3874117675;average
firstmidtower;dpm;0.2847273621;low
firsttothreetowers;dpm;0.3346536446;average
turretplates;dpm;0.2737645368;low
opp_turretplates;dpm;-0.1968275135;low
inhibitors;dpm;0.5263397264;average
opp_inhibitors;dpm;0.3243329429;average
damagetochampions;dpm;0.9677595170;high
kills;damageshare;0.5250623862;average
deaths;damageshare;-0.1142864853;low
assists;damageshare;-0.2810842346;low
teamkills;damageshare;0.0000000117;low
teamdeaths;damageshare;-0.0000000101;low
doublekills;damageshare;0.3824367070;average
triplekills;damageshare;0.2399222508;low
quadrakills;damageshare;0.1288095674;low
pentakills;damageshare;0.0651407446;low
firstblood;damageshare;-0.0331934238;low
firstbloodkill;damageshare;0.0898862039;low
firstbloodassist;damageshare;-0.1192727514;low
firstbloodvictim;damageshare;-0.0294454958;low
team kpm;damageshare;0.0000000079;low
ckpm;damageshare;-0.0000000069;low
barons;damageshare;-0.0711313468;low
opp_barons;damageshare;-0.0927607121;low
inhibitors;damageshare;0.1976403613;low
opp_inhibitors;damageshare;0.1489501152;low
damagetochampions;damageshare;0.7775533970;average
dpm;damageshare;0.8627743043;high
kills;damagetakenperminute;0.7126631535;average
deaths;damagetakenperminute;0.8289912947;high
assists;damagetakenperminute;0.7208528813;average
teamkills;damagetakenperminute;0.0327431094;low
teamdeaths;damagetakenperminute;0.1168024773;low
doublekills;damagetakenperminute;0.4555292109;average
triplekills;damagetakenperminute;0.2373245256;low
quadrakills;damagetakenperminute;0.1052823459;low
pentakills;damagetakenperminute;0.0472597255;low
firstblood;damagetakenperminute;0.2078295746;low
firstbloodkill;damagetakenperminute;0.0407647759;low
firstbloodassist;damagetakenperminute;-0.0164993609;low
firstbloodvictim;damagetakenperminute;0.0360430542;low
team kpm;damagetakenperminute;0.0129209353;low
ckpm;damagetakenperminute;0.0984340603;low
firstdragon;damagetakenperminute;-0.0679580139;low
dragons;damagetakenperminute;-0.1106833161;low
opp_dragons;damagetakenperminute;0.2380060151;low
elementaldrakes;damagetakenperminute;-0.1168793000;low
opp_elementaldrakes;damagetakenperminute;0.2268730829;low
infernals;damagetakenperminute;-0.0463763796;low
mountains;damagetakenperminute;-0.1089532066;low
clouds;damagetakenperminute;-0.0333325587;low
oceans;damagetakenperminute;0.0060206699;low
chemtechs;damagetakenperminute;-0.0269509298;low
hextechs;damagetakenperminute;-0.0358583480;low
dragons (type unknown);damagetakenperminute;-0.1354665267;low
elders;damagetakenperminute;0.0371678424;low
opp_elders;damagetakenperminute;0.0949702062;low
firstherald;damagetakenperminute;-0.0253556802;low
heralds;damagetakenperminute;-0.0690913301;low
opp_heralds;damagetakenperminute;0.0680093769;low
firstbaron;damagetakenperminute;-0.1725154103;low
barons;damagetakenperminute;0.4264205658;average
opp_barons;damagetakenperminute;0.4772281356;average
firsttower;damagetakenperminute;-0.1336437735;low
towers;damagetakenperminute;-0.1957736388;low
opp_towers;damagetakenperminute;0.3250315060;average
firstmidtower;damagetakenperminute;-0.1670637376;low
firsttothreetowers;damagetakenperminute;-0.1796495890;low
turretplates;damagetakenperminute;-0.0798025685;low
opp_turretplates;damagetakenperminute;0.1743856978;low
inhibitors;damagetakenperminute;0.3641372432;average
opp_inhibitors;damagetakenperminute;0.4464259557;average
damagetochampions;damagetakenperminute;0.8411302698;high
dpm;damagetakenperminute;0.8750713508;high
damageshare;damagetakenperminute;-0.0168655572;low
kills;damagemitigatedperminute;0.6948007718;average
deaths;damagemitigatedperminute;0.7427172029;average
assists;damagemitigatedperminute;0.7415664262;average
teamkills;damagemitigatedperminute;0.0898751497;low
teamdeaths;damagemitigatedperminute;0.0723538302;low
doublekills;damagemitigatedperminute;0.4488380288;average
triplekills;damagemitigatedperminute;0.2380740389;low
quadrakills;damagemitigatedperminute;0.1064754674;low
pentakills;damagemitigatedperminute;0.0460700237;low
firstblood;damagemitigatedperminute;0.2022383243;low
firstbloodkill;damagemitigatedperminute;0.0285988064;low
firstbloodassist;damagemitigatedperminute;0.0172127271;low
firstbloodvictim;damagemitigatedperminute;0.0042380336;low
team kpm;damagemitigatedperminute;0.0372550955;low
ckpm;damagemitigatedperminute;0.0502389077;low
firstdragon;damagemitigatedperminute;0.0386183924;low
dragons;damagemitigatedperminute;0.2462347779;low
opp_dragons;damagemitigatedperminute;0.1170518739;low
elementaldrakes;damagemitigatedperminute;0.2281689564;low
opp_elementaldrakes;damagemitigatedperminute;0.1007380813;low
infernals;damagemitigatedperminute;0.0445136730;low
mountains;damagemitigatedperminute;0.1688773430;low
clouds;damagemitigatedperminute;0.0603684497;low
oceans;damagemitigatedperminute;0.0740285786;low
chemtechs;damagemitigatedperminute;0.0736572148;low
hextechs;damagemitigatedperminute;0.0570045548;low
elders;damagemitigatedperminute;0.1697181434;low
opp_elders;damagemitigatedperminute;0.1304923447;low
firstherald;damagemitigatedperminute;0.0141519772;low
heralds;damagemitigatedperminute;0.0228552695;low
opp_heralds;damagemitigatedperminute;-0.0242595648;low
firstbaron;damagemitigatedperminute;0.0706173223;low
barons;damagemitigatedperminute;0.4734287175;average
opp_barons;damagemitigatedperminute;0.4472208893;average
firsttower;damagemitigatedperminute;0.0059662482;low
towers;damagemitigatedperminute;0.1386096660;low
opp_towers;damagemitigatedperminute;0.0863453706;low
firstmidtower;damagemitigatedperminute;0.0148050605;low
firsttothreetowers;damagemitigatedperminute;0.0132093601;low
turretplates;damagemitigatedperminute;-0.0257815802;low
opp_turretplates;damagemitigatedperminute;-0.0341755079;low
inhibitors;damagemitigatedperminute;0.3736443583;average
opp_inhibitors;damagemitigatedperminute;0.3703525613;average
damagetochampions;damagemitigatedperminute;0.8197960987;high
